StudentID,Skills,Interests,Availability,PreferredProjectType,SuggestedProject
S1691,"TensorFlow, JavaScript, AI, Flask",Healthcare,Part-time,Creative,Finance Tracker Web App
S1692,"Figma, Python",Education,Full-time,Creative,Voice-based Email Client
S1693,"Keras, NodeJS, React, Flask",Healthcare,Part-time,Technical,Chatbot for Students
S1694,"NodeJS, Java",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1695,"TensorFlow, AI",Finance,Part-time,Research,Blockchain Voting System
S1696,"Java, Python, Keras, C++",Cybersecurity,Full-time,Creative,Smart Attendance System
S1697,"TensorFlow, Keras, JavaScript",Finance,Part-time,Technical,Mental Health UI Toolkit
S1698,"Django, Flask, AI, Figma",Healthcare,Part-time,Research,Blockchain Voting System
S1699,"Java, AI, TensorFlow",Finance,Part-time,Technical,Smart Attendance System
S1700,"JavaScript, Java",Automation,Full-time,Technical,Chatbot for Students
S1701,"TensorFlow, React",Social Impact,Full-time,Technical,E-learning Gamification Platform
S1702,"AI, C++, React",Cybersecurity,Full-time,Research,Voice-based Email Client
S1703,"Keras, JavaScript",Social Impact,Full-time,Technical,Smart Attendance System
S1704,"React, NodeJS, Django, ML",Education,Part-time,Research,Chatbot for Students
S1705,"Python, Figma, JavaScript",Finance,Full-time,Creative,Blockchain Voting System
S1706,"ML, NodeJS, Python, Java",Social Impact,Part-time,Technical,Smart Attendance System
S1707,"AI, C++, React, NodeJS",Healthcare,Full-time,Technical,Smart Attendance System
S1708,"Python, Django, NodeJS",Education,Part-time,Creative,Finance Tracker Web App
S1709,"Java, AI, Python",Automation,Part-time,Research,E-learning Gamification Platform
S1710,"JavaScript, NodeJS",Automation,Part-time,Research,Mental Health UI Toolkit
S1711,"TensorFlow, NodeJS, Django, Python",Climate,Full-time,Creative,E-learning Gamification Platform
S1712,"React, Django",Education,Full-time,Technical,Voice-based Email Client
S1713,"C++, React, Flask",Finance,Part-time,Research,Finance Tracker Web App
S1714,"ML, Keras, React, Python",Automation,Part-time,Technical,Finance Tracker Web App
S1715,"Python, Keras",Education,Full-time,Technical,Automated Resume Screener
S1716,"Keras, Django, Java, NodeJS",Cybersecurity,Full-time,Creative,Voice-based Email Client
S1717,"JavaScript, NodeJS, TensorFlow",Healthcare,Full-time,Creative,Automated Resume Screener
S1718,"C++, NodeJS",Finance,Part-time,Technical,Chatbot for Students
S1719,"Flask, Django, AI",Automation,Full-time,Technical,Automated Resume Screener
S1720,"AI, Java, Figma",Education,Part-time,Creative,Automated Resume Screener
S1721,"Java, JavaScript, React, Django",Social Impact,Part-time,Research,Mental Health UI Toolkit
S1722,"NodeJS, React",Climate,Full-time,Technical,Smart Attendance System
S1723,"Python, NodeJS, Java, Flask",Social Impact,Full-time,Technical,Chatbot for Students
S1724,"Keras, Django, JavaScript, Flask",Education,Part-time,Creative,AI-powered Diet Planner
S1725,"AI, Python, Figma",Climate,Full-time,Technical,Smart Attendance System
S1726,"Keras, TensorFlow, NodeJS, Flask",Automation,Part-time,Technical,AI-powered Diet Planner
S1727,"ML, Figma",Automation,Full-time,Technical,Automated Resume Screener
S1728,"Django, Keras, ML, TensorFlow",Social Impact,Full-time,Creative,AI-powered Diet Planner
S1729,"React, C++",Climate,Part-time,Technical,Finance Tracker Web App
S1730,"Keras, NodeJS, C++, ML",Finance,Part-time,Technical,Blockchain Voting System
S1731,"Keras, Flask, TensorFlow, JavaScript",Social Impact,Full-time,Research,Blockchain Voting System
S1732,"Keras, NodeJS, Java",Education,Full-time,Research,Finance Tracker Web App
S1733,"Java, C++, ML",Finance,Full-time,Creative,Chatbot for Students
S1734,"Django, C++, AI, Keras",Cybersecurity,Full-time,Technical,Automated Resume Screener
S1735,"React, Java, Figma, AI",Finance,Part-time,Creative,Mental Health UI Toolkit
S1736,"C++, TensorFlow, NodeJS, Python",Healthcare,Part-time,Technical,Smart Attendance System
S1737,"C++, Django, Python, React",Social Impact,Part-time,Technical,Smart Attendance System
S1738,"Python, JavaScript",Education,Full-time,Creative,Finance Tracker Web App
S1739,"JavaScript, Keras",Healthcare,Full-time,Research,Finance Tracker Web App
S1740,"AI, Python, JavaScript",Education,Full-time,Creative,Chatbot for Students
S1741,"Python, AI, Keras, Flask",Finance,Full-time,Research,E-learning Gamification Platform
S1742,"Figma, Java, Keras, ML",Social Impact,Full-time,Creative,Smart Attendance System
S1743,"Figma, JavaScript, NodeJS, ML",Cybersecurity,Full-time,Technical,Chatbot for Students
S1744,"AI, C++",Automation,Full-time,Technical,Finance Tracker Web App
S1745,"Python, ML, AI, JavaScript",Climate,Full-time,Technical,Blockchain Voting System
S1746,"Java, Figma, Django",Social Impact,Part-time,Creative,AI-powered Diet Planner
S1747,"ML, TensorFlow, Keras, NodeJS",Education,Full-time,Creative,AI-powered Diet Planner
S1748,"Figma, Keras, Django, TensorFlow",Climate,Full-time,Research,E-learning Gamification Platform
S1749,"Python, React, C++",Finance,Part-time,Creative,Smart Attendance System
S1750,"Django, JavaScript, TensorFlow",Finance,Full-time,Creative,Mental Health UI Toolkit
S1751,"React, C++, TensorFlow, AI",Finance,Full-time,Creative,Mental Health UI Toolkit
S1752,"ML, Python",Cybersecurity,Full-time,Creative,E-learning Gamification Platform
S1753,"NodeJS, Keras, Python, ML",Education,Full-time,Creative,Automated Resume Screener
S1754,"Keras, AI",Healthcare,Part-time,Research,Blockchain Voting System
S1755,"Figma, Java",Education,Part-time,Creative,Chatbot for Students
S1756,"Keras, ML",Social Impact,Part-time,Research,Smart Attendance System
S1757,"Django, Figma, ML, Flask",Cybersecurity,Part-time,Creative,AI-powered Diet Planner
S1758,"Java, JavaScript, Flask",Cybersecurity,Full-time,Creative,Blockchain Voting System
S1759,"NodeJS, Java",Climate,Full-time,Creative,Voice-based Email Client
S1760,"NodeJS, JavaScript, C++, ML",Education,Full-time,Technical,Mental Health UI Toolkit
S1761,"Flask, NodeJS",Social Impact,Part-time,Technical,E-learning Gamification Platform
S1762,"Keras, TensorFlow, Java",Social Impact,Part-time,Research,Smart Attendance System
S1763,"JavaScript, NodeJS, Java, TensorFlow",Finance,Part-time,Creative,E-learning Gamification Platform
S1764,"Figma, AI",Social Impact,Part-time,Technical,Chatbot for Students
S1765,"C++, JavaScript",Social Impact,Part-time,Creative,Chatbot for Students
S1766,"Flask, Figma, Python",Social Impact,Part-time,Technical,E-learning Gamification Platform
S1767,"C++, Figma, Keras",Cybersecurity,Part-time,Research,Automated Resume Screener
S1768,"React, Java",Finance,Part-time,Technical,Mental Health UI Toolkit
S1769,"Figma, AI, React",Automation,Full-time,Technical,Automated Resume Screener
S1770,"Python, C++, TensorFlow, Keras",Automation,Part-time,Technical,AI-powered Diet Planner
S1771,"React, Flask, C++",Finance,Part-time,Technical,Smart Attendance System
S1772,"AI, ML",Automation,Full-time,Technical,Blockchain Voting System
S1773,"Flask, C++, NodeJS, Python",Climate,Part-time,Research,Voice-based Email Client
S1774,"Keras, Figma, Flask",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1775,"JavaScript, Keras",Education,Full-time,Technical,E-learning Gamification Platform
S1776,"Java, ML, Python, C++",Cybersecurity,Full-time,Creative,Voice-based Email Client
S1777,"Django, Java, NodeJS, React",Education,Part-time,Creative,AI-powered Diet Planner
S1778,"TensorFlow, Flask",Climate,Part-time,Creative,E-learning Gamification Platform
S1779,"AI, Java, Django, Python",Social Impact,Part-time,Creative,Voice-based Email Client
S1780,"NodeJS, Python, JavaScript",Climate,Part-time,Technical,AI-powered Diet Planner
S1781,"C++, ML, Figma, Flask",Finance,Part-time,Technical,Finance Tracker Web App
S1782,"ML, Java, JavaScript, Figma",Social Impact,Part-time,Creative,Voice-based Email Client
S1783,"AI, Keras",Social Impact,Full-time,Technical,Smart Attendance System
S1784,"Keras, Java, React, TensorFlow",Climate,Full-time,Research,Mental Health UI Toolkit
S1785,"AI, NodeJS",Healthcare,Full-time,Research,Finance Tracker Web App
S1786,"AI, TensorFlow, Java",Healthcare,Full-time,Research,Finance Tracker Web App
S1787,"Java, TensorFlow",Healthcare,Full-time,Creative,Blockchain Voting System
S1788,"JavaScript, ML, Flask, Keras",Automation,Full-time,Creative,E-learning Gamification Platform
S1789,"React, Keras, Flask",Climate,Part-time,Research,Automated Resume Screener
S1790,"TensorFlow, NodeJS, Java",Cybersecurity,Full-time,Research,Blockchain Voting System
S1791,"TensorFlow, Java, JavaScript",Healthcare,Full-time,Technical,Smart Attendance System
S1792,"AI, Keras, ML, Python",Finance,Full-time,Technical,Automated Resume Screener
S1793,"Java, React, Flask, AI",Automation,Part-time,Research,Automated Resume Screener
S1794,"React, Figma, C++, Python",Social Impact,Part-time,Technical,AI-powered Diet Planner
S1795,"AI, React, TensorFlow, C++",Social Impact,Full-time,Creative,Smart Attendance System
S1796,"Django, ML, React",Automation,Full-time,Creative,Mental Health UI Toolkit
S1797,"NodeJS, C++, Figma",Climate,Part-time,Creative,E-learning Gamification Platform
S1798,"NodeJS, AI, TensorFlow",Automation,Part-time,Research,E-learning Gamification Platform
S1799,"Flask, C++",Healthcare,Part-time,Technical,Mental Health UI Toolkit
S1800,"JavaScript, Figma",Social Impact,Full-time,Research,Smart Attendance System
S1801,"React, NodeJS, Java, Django",Finance,Part-time,Technical,Mental Health UI Toolkit
S1802,"TensorFlow, Java, React, Figma",Healthcare,Part-time,Research,AI-powered Diet Planner
S1803,"Django, Flask, Python",Climate,Part-time,Creative,Mental Health UI Toolkit
S1804,"JavaScript, React, ML",Social Impact,Part-time,Creative,Voice-based Email Client
S1805,"Figma, AI, TensorFlow, JavaScript",Social Impact,Part-time,Research,Blockchain Voting System
S1806,"ML, NodeJS",Healthcare,Part-time,Technical,Chatbot for Students
S1807,"ML, Java, NodeJS, TensorFlow",Climate,Full-time,Research,Chatbot for Students
S1808,"ML, React, Django, TensorFlow",Climate,Full-time,Technical,Finance Tracker Web App
S1809,"Figma, React, Java",Healthcare,Full-time,Technical,AI-powered Diet Planner
S1810,"Python, NodeJS",Social Impact,Full-time,Research,E-learning Gamification Platform
S1811,"JavaScript, Python, TensorFlow",Finance,Full-time,Creative,Chatbot for Students
S1812,"TensorFlow, Python",Automation,Full-time,Research,Voice-based Email Client
S1813,"AI, Figma, Django",Automation,Full-time,Technical,Voice-based Email Client
S1814,"React, Java, ML, Flask",Healthcare,Part-time,Technical,Blockchain Voting System
S1815,"Django, NodeJS, Python",Education,Full-time,Research,Blockchain Voting System
S1816,"Python, Flask, Java",Finance,Full-time,Research,E-learning Gamification Platform
S1817,"React, Python, C++",Climate,Part-time,Research,Mental Health UI Toolkit
S1818,"NodeJS, Django",Automation,Part-time,Technical,Finance Tracker Web App
S1819,"AI, Python, Django, C++",Climate,Full-time,Creative,Automated Resume Screener
S1820,"TensorFlow, AI, Java",Climate,Part-time,Research,Voice-based Email Client
S1821,"Keras, Django, C++",Healthcare,Part-time,Technical,AI-powered Diet Planner
S1822,"Keras, AI, NodeJS",Climate,Full-time,Research,Chatbot for Students
S1823,"Keras, Django, JavaScript",Climate,Part-time,Technical,Voice-based Email Client
S1824,"AI, Keras, C++, Flask",Education,Part-time,Technical,Smart Attendance System
S1825,"ML, Figma, React, Django",Education,Full-time,Research,Mental Health UI Toolkit
S1826,"Flask, Keras, React, C++",Climate,Full-time,Technical,Smart Attendance System
S1827,"JavaScript, TensorFlow, Python, Java",Climate,Full-time,Research,Chatbot for Students
S1828,"C++, Python, Java",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1829,"Python, Flask, React",Automation,Part-time,Technical,Chatbot for Students
S1830,"AI, Python",Education,Full-time,Technical,E-learning Gamification Platform
S1831,"JavaScript, Flask, Figma",Cybersecurity,Part-time,Research,Finance Tracker Web App
S1832,"Flask, NodeJS, TensorFlow, C++",Healthcare,Full-time,Technical,Chatbot for Students
S1833,"Keras, React, ML",Automation,Part-time,Creative,Smart Attendance System
S1834,"JavaScript, Python, NodeJS, Keras",Healthcare,Part-time,Creative,Mental Health UI Toolkit
S1835,"Figma, ML, AI, C++",Cybersecurity,Part-time,Technical,Chatbot for Students
S1836,"React, C++, ML",Climate,Full-time,Creative,Voice-based Email Client
S1837,"NodeJS, TensorFlow",Climate,Part-time,Creative,Smart Attendance System
S1838,"TensorFlow, Flask, ML",Social Impact,Part-time,Creative,Finance Tracker Web App
S1839,"JavaScript, Django, Figma, AI",Finance,Full-time,Technical,Smart Attendance System
S1840,"NodeJS, Keras, React, TensorFlow",Social Impact,Part-time,Technical,Automated Resume Screener
S1841,"Figma, Python, Java",Healthcare,Full-time,Technical,Smart Attendance System
S1842,"TensorFlow, Python",Climate,Part-time,Creative,Smart Attendance System
S1843,"JavaScript, ML",Education,Part-time,Creative,AI-powered Diet Planner
S1844,"React, AI, Java",Automation,Part-time,Creative,Blockchain Voting System
S1845,"Flask, Django, ML, C++",Education,Part-time,Creative,E-learning Gamification Platform
S1846,"Flask, Keras, AI",Social Impact,Full-time,Technical,Voice-based Email Client
S1847,"Java, ML, JavaScript",Healthcare,Part-time,Research,Automated Resume Screener
S1848,"Flask, React",Finance,Full-time,Creative,E-learning Gamification Platform
S1849,"React, JavaScript, ML, Python",Climate,Full-time,Research,Smart Attendance System
S1850,"TensorFlow, NodeJS",Climate,Part-time,Creative,AI-powered Diet Planner
S1851,"C++, React",Education,Full-time,Creative,Chatbot for Students
S1852,"C++, Django, Figma, ML",Cybersecurity,Part-time,Technical,Automated Resume Screener
S1853,"Django, TensorFlow, Flask",Climate,Full-time,Creative,Finance Tracker Web App
S1854,"C++, NodeJS, Figma, Keras",Automation,Part-time,Technical,Automated Resume Screener
S1855,"TensorFlow, NodeJS",Social Impact,Part-time,Creative,Blockchain Voting System
S1856,"React, C++, Python, NodeJS",Social Impact,Full-time,Creative,AI-powered Diet Planner
S1857,"Flask, JavaScript, TensorFlow",Finance,Full-time,Creative,Blockchain Voting System
S1858,"Django, JavaScript, Python, Keras",Automation,Full-time,Research,Voice-based Email Client
S1859,"AI, Django",Automation,Full-time,Research,AI-powered Diet Planner
S1860,"Python, JavaScript, C++, Java",Healthcare,Full-time,Creative,Chatbot for Students
S1861,"ML, Flask, React",Finance,Full-time,Creative,Blockchain Voting System
S1862,"Python, AI, TensorFlow, JavaScript",Climate,Part-time,Research,Voice-based Email Client
S1863,"Java, JavaScript",Healthcare,Part-time,Creative,Voice-based Email Client
S1864,"React, Flask",Social Impact,Part-time,Technical,Finance Tracker Web App
S1865,"Keras, JavaScript, Python, React",Social Impact,Full-time,Research,E-learning Gamification Platform
S1866,"Java, Python, C++, Flask",Automation,Full-time,Creative,Blockchain Voting System
S1867,"C++, Django",Automation,Full-time,Creative,Smart Attendance System
S1868,"ML, Figma",Social Impact,Full-time,Research,E-learning Gamification Platform
S1869,"React, C++",Healthcare,Part-time,Technical,Mental Health UI Toolkit
S1870,"Python, Keras, TensorFlow, Django",Cybersecurity,Full-time,Technical,Mental Health UI Toolkit
S1871,"C++, Django, Keras",Healthcare,Part-time,Creative,Mental Health UI Toolkit
S1872,"Java, Figma, ML",Cybersecurity,Full-time,Research,Finance Tracker Web App
S1873,"Java, React, Flask",Healthcare,Part-time,Research,Chatbot for Students
S1874,"Django, Flask, NodeJS, C++",Climate,Part-time,Technical,Automated Resume Screener
S1875,"TensorFlow, NodeJS",Automation,Part-time,Technical,Smart Attendance System
S1876,"C++, React, AI",Healthcare,Full-time,Creative,Voice-based Email Client
S1877,"TensorFlow, React",Social Impact,Full-time,Research,Automated Resume Screener
S1878,"Java, React, Figma",Healthcare,Full-time,Creative,Finance Tracker Web App
S1879,"C++, TensorFlow",Climate,Part-time,Technical,E-learning Gamification Platform
S1880,"AI, ML, Django, TensorFlow",Climate,Part-time,Technical,Blockchain Voting System
S1881,"Java, NodeJS, ML",Cybersecurity,Full-time,Research,Chatbot for Students
S1882,"Figma, Django, React",Social Impact,Part-time,Technical,AI-powered Diet Planner
S1883,"AI, Flask, TensorFlow, JavaScript",Education,Part-time,Research,Blockchain Voting System
S1884,"AI, C++, ML, TensorFlow",Education,Full-time,Research,Automated Resume Screener
S1885,"JavaScript, NodeJS, Keras",Finance,Part-time,Technical,Voice-based Email Client
S1886,"C++, Flask",Automation,Part-time,Technical,Smart Attendance System
S1887,"NodeJS, Java",Climate,Full-time,Technical,Voice-based Email Client
S1888,"ML, React",Education,Full-time,Technical,Voice-based Email Client
S1889,"Django, NodeJS",Automation,Full-time,Research,Mental Health UI Toolkit
S1890,"React, Java, Figma, C++",Climate,Part-time,Creative,AI-powered Diet Planner
S1891,"Figma, React",Climate,Part-time,Technical,Finance Tracker Web App
S1892,"C++, Flask",Climate,Part-time,Creative,Mental Health UI Toolkit
S1893,"Django, AI, Figma, ML",Climate,Full-time,Technical,Mental Health UI Toolkit
S1894,"AI, React",Social Impact,Part-time,Research,Smart Attendance System
S1895,"Java, C++, ML",Education,Full-time,Creative,E-learning Gamification Platform
S1896,"Figma, C++, Django",Healthcare,Part-time,Technical,Blockchain Voting System
S1897,"ML, Flask, C++",Social Impact,Part-time,Technical,Voice-based Email Client
S1898,"React, Django, Keras, Figma",Social Impact,Part-time,Research,Blockchain Voting System
S1899,"React, ML, TensorFlow, JavaScript",Finance,Full-time,Technical,E-learning Gamification Platform
S1900,"Java, React, Django",Education,Part-time,Research,Smart Attendance System
S1901,"JavaScript, AI, TensorFlow",Finance,Part-time,Technical,Smart Attendance System
S1902,"Python, ML",Automation,Part-time,Technical,Chatbot for Students
S1903,"React, Figma, NodeJS",Social Impact,Part-time,Creative,Blockchain Voting System
S1904,"NodeJS, ML, JavaScript, React",Finance,Part-time,Creative,Voice-based Email Client
S1905,"ML, Flask, AI",Automation,Full-time,Technical,Voice-based Email Client
S1906,"Keras, JavaScript, React",Healthcare,Part-time,Research,AI-powered Diet Planner
S1907,"Python, ML, Figma",Healthcare,Part-time,Creative,Smart Attendance System
S1908,"Python, React, Figma",Finance,Full-time,Technical,Finance Tracker Web App
S1909,"TensorFlow, Django, Figma, ML",Climate,Full-time,Creative,Finance Tracker Web App
S1910,"JavaScript, Java, React, Keras",Social Impact,Part-time,Creative,Smart Attendance System
S1911,"Figma, Java",Finance,Part-time,Creative,Smart Attendance System
S1912,"AI, Django, Figma",Finance,Part-time,Creative,Finance Tracker Web App
S1913,"JavaScript, C++, AI, ML",Climate,Full-time,Technical,Blockchain Voting System
S1914,"Keras, TensorFlow",Finance,Part-time,Research,Voice-based Email Client
S1915,"Keras, Figma",Social Impact,Full-time,Creative,Blockchain Voting System
S1916,"C++, Django, Java, JavaScript",Healthcare,Full-time,Technical,Automated Resume Screener
S1917,"Keras, Java",Education,Full-time,Technical,E-learning Gamification Platform
S1918,"TensorFlow, C++, Django, Keras",Finance,Full-time,Creative,E-learning Gamification Platform
S1919,"C++, Figma",Social Impact,Part-time,Technical,Smart Attendance System
S1920,"Flask, Django, C++",Climate,Full-time,Creative,AI-powered Diet Planner
S1921,"ML, React, Flask, TensorFlow",Finance,Full-time,Creative,Blockchain Voting System
S1922,"ML, Django, AI",Education,Part-time,Creative,Automated Resume Screener
S1923,"React, Django, C++, Figma",Social Impact,Part-time,Creative,Chatbot for Students
S1924,"Keras, TensorFlow, JavaScript",Finance,Full-time,Research,E-learning Gamification Platform
S1925,"React, C++, Java, Flask",Finance,Part-time,Research,Automated Resume Screener
S1926,"Flask, TensorFlow",Social Impact,Part-time,Research,AI-powered Diet Planner
S1927,"AI, NodeJS",Automation,Part-time,Technical,Mental Health UI Toolkit
S1928,"Keras, NodeJS, ML, Flask",Automation,Full-time,Research,Mental Health UI Toolkit
S1929,"Figma, Flask",Finance,Full-time,Research,Smart Attendance System
S1930,"Flask, Python, AI",Social Impact,Part-time,Technical,Voice-based Email Client
S1931,"Flask, Figma, AI, C++",Social Impact,Part-time,Technical,Smart Attendance System
S1932,"TensorFlow, Django, Java",Education,Full-time,Research,Chatbot for Students
S1933,"NodeJS, Figma, TensorFlow, React",Finance,Full-time,Creative,Voice-based Email Client
S1934,"Java, Flask, C++, Figma",Finance,Part-time,Technical,Voice-based Email Client
S1935,"Django, Java, Figma",Social Impact,Full-time,Technical,E-learning Gamification Platform
S1936,"Keras, Python, C++, JavaScript",Cybersecurity,Part-time,Technical,Mental Health UI Toolkit
S1937,"AI, TensorFlow, Java, React",Education,Full-time,Technical,Voice-based Email Client
S1938,"TensorFlow, JavaScript",Social Impact,Full-time,Creative,Chatbot for Students
S1939,"Keras, AI, Python, React",Automation,Part-time,Research,Smart Attendance System
S1940,"Java, NodeJS, Keras, TensorFlow",Education,Full-time,Creative,Chatbot for Students
S1941,"Python, Django, Figma, NodeJS",Healthcare,Full-time,Technical,Voice-based Email Client
S1942,"Figma, TensorFlow, React",Education,Part-time,Technical,Voice-based Email Client
S1943,"JavaScript, Java",Automation,Full-time,Technical,E-learning Gamification Platform
S1944,"TensorFlow, Django, Flask",Education,Full-time,Technical,Chatbot for Students
S1945,"C++, TensorFlow, JavaScript",Education,Part-time,Creative,Finance Tracker Web App
S1946,"C++, Java, JavaScript, NodeJS",Cybersecurity,Full-time,Technical,Voice-based Email Client
S1947,"JavaScript, React",Healthcare,Part-time,Technical,Chatbot for Students
S1948,"Figma, Django, NodeJS, Flask",Climate,Full-time,Research,Voice-based Email Client
S1949,"Java, AI, Figma, Python",Cybersecurity,Part-time,Research,Smart Attendance System
S1950,"NodeJS, JavaScript, Python",Automation,Full-time,Research,Automated Resume Screener
S1951,"Java, NodeJS, Keras, JavaScript",Healthcare,Part-time,Creative,Smart Attendance System
S1952,"Java, TensorFlow",Climate,Full-time,Research,E-learning Gamification Platform
S1953,"AI, TensorFlow, Flask",Cybersecurity,Full-time,Creative,Blockchain Voting System
S1954,"Java, Flask",Automation,Part-time,Creative,Chatbot for Students
S1955,"Flask, ML",Healthcare,Full-time,Research,Voice-based Email Client
S1956,"Python, JavaScript",Cybersecurity,Full-time,Research,Finance Tracker Web App
S1957,"Python, Figma, JavaScript, Keras",Social Impact,Part-time,Creative,Chatbot for Students
S1958,"AI, Django, React, ML",Finance,Part-time,Creative,AI-powered Diet Planner
S1959,"JavaScript, Flask, Java",Social Impact,Part-time,Technical,Automated Resume Screener
S1960,"Django, React, NodeJS",Healthcare,Full-time,Research,Chatbot for Students
S1961,"C++, TensorFlow, Figma, AI",Climate,Part-time,Technical,Mental Health UI Toolkit
S1962,"C++, TensorFlow",Climate,Full-time,Creative,Voice-based Email Client
S1963,"Flask, NodeJS, ML",Climate,Full-time,Technical,AI-powered Diet Planner
S1964,"JavaScript, Java, Django, C++",Social Impact,Full-time,Creative,Mental Health UI Toolkit
S1965,"React, JavaScript",Healthcare,Part-time,Research,E-learning Gamification Platform
S1966,"NodeJS, Django",Cybersecurity,Part-time,Technical,Voice-based Email Client
S1967,"Flask, C++",Automation,Full-time,Creative,Mental Health UI Toolkit
S1968,"TensorFlow, Java, Django",Cybersecurity,Part-time,Creative,AI-powered Diet Planner
S1969,"Python, Django, C++, Keras",Automation,Part-time,Technical,Chatbot for Students
S1970,"Flask, NodeJS, AI",Automation,Full-time,Creative,AI-powered Diet Planner
S1971,"C++, React",Automation,Part-time,Creative,Voice-based Email Client
S1972,"TensorFlow, NodeJS",Healthcare,Part-time,Research,AI-powered Diet Planner
S1973,"AI, C++, Keras, TensorFlow",Education,Full-time,Research,Smart Attendance System
S1974,"Python, Figma, C++",Climate,Full-time,Technical,Automated Resume Screener
S1975,"Java, Keras, NodeJS",Automation,Full-time,Research,Blockchain Voting System
S1976,"Keras, ML",Social Impact,Part-time,Technical,Blockchain Voting System
S1977,"Django, JavaScript",Cybersecurity,Part-time,Creative,Mental Health UI Toolkit
S1978,"Python, ML",Finance,Part-time,Technical,Smart Attendance System
S1979,"TensorFlow, ML",Cybersecurity,Full-time,Creative,Chatbot for Students
S1980,"JavaScript, Django, C++",Climate,Part-time,Technical,Automated Resume Screener
S1981,"JavaScript, NodeJS, C++",Climate,Full-time,Creative,Smart Attendance System
S1982,"Java, AI",Automation,Part-time,Creative,AI-powered Diet Planner
S1983,"ML, AI, Django",Climate,Part-time,Research,Blockchain Voting System
S1984,"NodeJS, C++, TensorFlow",Education,Part-time,Research,Chatbot for Students
S1985,"ML, JavaScript, Python",Climate,Part-time,Technical,Finance Tracker Web App
S1986,"Java, Figma, Flask, TensorFlow",Finance,Full-time,Technical,Blockchain Voting System
S1987,"Java, React, JavaScript, TensorFlow",Finance,Part-time,Technical,Blockchain Voting System
S1988,"JavaScript, Python",Climate,Part-time,Research,Chatbot for Students
S1989,"Figma, Django, ML",Social Impact,Full-time,Research,Blockchain Voting System
S1990,"C++, ML, Java",Climate,Full-time,Technical,Voice-based Email Client
S1991,"Figma, Keras",Automation,Full-time,Technical,Mental Health UI Toolkit
S1992,"Java, Keras, TensorFlow, Figma",Social Impact,Full-time,Research,Blockchain Voting System
S1993,"React, Keras",Healthcare,Full-time,Research,Automated Resume Screener
S1994,"Figma, Flask, C++, NodeJS",Education,Part-time,Research,AI-powered Diet Planner
S1995,"TensorFlow, ML, Java, JavaScript",Climate,Part-time,Technical,E-learning Gamification Platform
S1996,"Python, AI, ML",Education,Full-time,Research,Voice-based Email Client
S1997,"Keras, C++, AI",Social Impact,Part-time,Technical,AI-powered Diet Planner
S1998,"Flask, NodeJS",Social Impact,Part-time,Technical,Blockchain Voting System
S1999,"JavaScript, Keras, AI",Cybersecurity,Full-time,Research,Chatbot for Students
S2000,"Django, React",Finance,Full-time,Technical,Smart Attendance System
